brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Hyundai,Santa Fe SE,2007,"145,000 mi.",Gasoline,242.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$4,200"
Mazda,Mazda6 Signature,2021,"11,737 mi.",Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Soul Red Crystal Metallic,Deep Chestnut,None reported,Yes,"$33,687"
Tesla,Model X Performance,2020,"25,535 mi.",,778.0HP Electric Motor Electric Fuel System,A/T,White,Beige,None reported,Yes,"$68,969"
Jeep,Wrangler Unlimited Sport,2016,"67,499 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,Black,None reported,Yes,"$27,500"
Toyota,4Runner Sport,2004,"220,450 mi.",Gasoline,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,"$8,550"
Chevrolet,Silverado 1500 2LT,2018,"20,200 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$42,950"
Jaguar,XK8 Base,2000,"40,000 mi.",Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Beige,None reported,Yes,"$15,400"
Mercedes-Benz,GLA-Class GLA 45 AMG,2015,"80,300 mi.",Gasoline,355.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$22,000"
BMW,330 i xDrive,2017,"63,150 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$21,500"
Volkswagen,Atlas 3.6L SE w/Technology,2018,"48,210 mi.",Gasoline,276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$24,999"
Nissan,Juke SL,2012,"115,359 mi.",Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$9,950"
Subaru,Impreza 2.0i Premium,2018,"90,601 mi.",Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Beige,None reported,Yes,"$26,000"
BMW,M5 Base,2000,"132,200 mi.",Gasoline,400.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,"$26,900"
Mercedes-Benz,Sprinter 2500 Standard Roof,2023,"4,000 mi.",Diesel,211.0HP 2.0L 4 Cylinder Engine Diesel Fuel,9-Speed A/T,White,Black,None reported,Yes,"$65,000"
Volkswagen,Beetle 2.0T Final Edition SE,2019,"32,000 mi.",Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$32,750"
MINI,Countryman Cooper S ALL4,2016,"95,070 mi.",Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,"$12,750"
Nissan,Rogue SL,2017,"148,000 mi.",Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,"$13,000"
Lexus,CT 200h Premium,2014,"125,519 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,"$16,000"
INFINITI,G37 x,2013,"90,000 mi.",Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$14,500"
Audi,A6 2.0T Sport,2018,"49,650 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$23,750"
Nissan,Altima 2.5 S,2015,"149,800 mi.",Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$11,600"
Chevrolet,Blazer 1LT,2019,"37,161 mi.",Gasoline,2.5L I4 16V GDI DOHC,9-Speed Automatic,Nightfall Gray Metallic,Jet Black,None reported,Yes,"$26,990"
Dodge,Ram 3500 Quad Cab DRW,2000,"188,000 mi.",–,–,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$10,000"
Ford,Transit Connect XLT,2016,"111,700 mi.",E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,"$15,500"
Mercedes-Benz,S-Class S 550 4MATIC,2016,"72,784 mi.",Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,White,None reported,Yes,"$34,900"
Cadillac,Escalade Base,2007,"150,000 mi.",Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$9,999"
Ford,Transit Connect XLT,2012,"140,450 mi.",Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$8,500"
Lexus,IS 250 Base,2010,"132,700 mi.",Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$10,700"
Dodge,Durango GT,2020,"49,000 mi.",Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$40,000"
Chevrolet,Corvette Stingray w/2LT,2023,"2,058 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$101,999"
Jeep,Wrangler Unlimited Sahara,2019,"23,442 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$44,500"
Tesla,Model 3 Long Range,2021,"23,749 mi.",,Electric,1-Speed Automatic,White,Black,None reported,,"$35,999"
Toyota,4Runner TRD Pro,2021,"35,048 mi.",Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Lunar Rock,Black / Graphite,None reported,,"$52,590"
INFINITI,QX60 Base,2016,"91,239 mi.",Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$17,500"
Porsche,911 Carrera,2022,"2,950 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,Yes,"$131,000"
Ford,F-150 XL,2019,"59,678 mi.",Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Black,None reported,Yes,"$33,700"
BMW,M240 i xDrive,2022,"2,010 mi.",Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,"$55,000"
Toyota,Prius Two,2014,"80,354 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$13,310"
Ford,Expedition Max XLT,2018,"105,674 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,Yes,"$34,995"
Toyota,Tundra Grade,2013,"92,700 mi.",Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$20,800"
Ford,Edge Titanium,2016,"101,387 mi.",Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$16,000"
Buick,Envision Essence,2021,"36,544 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Dark Moon Blue Metallic,Ebony,None reported,Yes,"$33,290"
Audi,Q7 55 Prestige,2019,"41,000 mi.",Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$39,900"
Chrysler,Town & Country Touring-L,2013,"115,872 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,"$9,500"
Chevrolet,Cruze LS,2011,"135,603 mi.",Gasoline,136.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$7,000"
Ford,F-150 Lariat,2020,"26,540 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$46,995"
Jaguar,XF Premium,2011,"35,134 mi.",Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$12,400"
Jeep,Wrangler Unlimited Rubicon,2020,"49,990 mi.",Gasoline,270.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$53,000"
Ford,F-250 Lariat,2011,"153,818 mi.",Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$29,800"
Jaguar,F-PACE 35t Premium,2017,"58,060 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"$26,000"
Porsche,911 Carrera S,2015,"36,000 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$84,999"
Ford,Bronco Badlands Advanced,2022,"17,000 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,"$69,999"
Suzuki,SX4 Base,2013,"99,982 mi.",Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Orange,Gray,At least 1 accident or damage reported,Yes,"$6,900"
Ford,EcoSport SES,2019,"106,000 mi.",Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$12,000"
Toyota,Land Cruiser Base,1994,"178,416 mi.",–,–,A/T,Green,Beige,None reported,Yes,"$9,000"
Honda,Civic EX,2014,"82,500 mi.",Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Gray,None reported,Yes,"$15,000"
Mercedes-Benz,Sprinter 2500 Standard Roof,2018,"41,500 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Gray,Black,None reported,Yes,"$61,000"
BMW,X3 xDrive28i,2015,"92,984 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,"$17,000"
Nissan,Murano SL,2007,"120,000 mi.",Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$6,750"
Chevrolet,Corvette Stingray,2015,"25,548 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,"$49,000"
Ford,F-150 Lariat,2018,"65,441 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$38,000"
Porsche,Cayenne Turbo,2020,"39,611 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Quartzite Grey Metallic,Black,None reported,,"$89,900"
Toyota,Sequoia SR5,2010,"154,860 mi.",Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,"$17,900"
Porsche,911 Carrera S,2021,"7,008 mi.",Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,,,"$151,900"
BMW,M8 Gran Coupe Competition,2022,"21,057 mi.",Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$99,800"
Lexus,CT 200h Base,2016,"39,750 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,Yes,"$21,995"
Aston,Martin DB7 Vantage Volante,2003,"14,900 mi.",Gasoline,420.0HP 5.9L 12 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,,,"$32,850"
Chevrolet,Impala 2LZ,2018,"71,312 mi.",Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$17,899"
Porsche,911 Carrera,2015,"43,500 mi.",Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$66,500"
BMW,X6 xDrive40i,2020,"34,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,"$59,335"
Subaru,Ascent Touring 7-Passenger,2021,"32,250 mi.",Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$36,000"
Volkswagen,Routan SE,2011,"194,000 mi.",Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Gray,At least 1 accident or damage reported,Yes,"$3,500"
Mercedes-Benz,AMG GLS 63 4MATIC,2023,"2,000 mi.",Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Beige,None reported,Yes,"$175,000"
Mercedes-Benz,E-Class E 300 4MATIC,2018,"53,705 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$25,900"
Bentley,Continental GT Speed,2023,714 mi.,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,C / C,Hotspur,None reported,Yes,"$349,950"
Audi,S4 3.0T Premium Plus,2022,"10,900 mi.",Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$53,900"
Porsche,Taycan,2022,"2,116 mi.",,Electric,Automatic,Black,Black,None reported,,"$90,998"
Ford,F-150 Raptor,2020,"33,000 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$62,999"
BMW,X3 xDrive30i,2020,"43,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,At least 1 accident or damage reported,Yes,"$40,000"
